SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 1950 to 1970 - (created: 09-03-2020)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
21346;Netherlands;Australia;LW-02;Air search radar;Sensors;1963;Yes;2;No;1969;Yes;New;7.0000;7.0000;14;No
21345;Netherlands;Australia;WM-20;Fire control radar;Sensors;1963;Yes;2;No;1969;Yes;New;6.0000;6.0000;12;No
2198;United States;Argentina;DC-6/C-118;Transport aircraft;Aircraft;1966;Yes;5;Yes;1967;No;Second hand;8.5000;3.4;17;No
2322;Soviet Union;Bulgaria;MiG-15UTI;Trainer aircraft;Aircraft;1953;Yes;20;Yes;1955;No;New;3.0000;3.0000;60;No
21370;Canada;Panama;DHC-6 Twin Otter;Transport aircraft;Aircraft;1969;Yes;1;No;1970;Yes;New;2.5000;2.5000;2.5;No
4454;United States;Peru;S-2A Tracker;ASW aircraft;Aircraft;1969;Yes;9;No;1970;No;Second hand;6.0000;2.4;21.6;No
4115;United States;Belgium;HAWK;SAM system;Air defence systems;1962;Yes;3;Yes;1963;Yes;New;25.0000;25.0000;75;No
4115;United States;Belgium;HAWK;SAM system;Air defence systems;1962;Yes;3;Yes;1964;Yes;New;25.0000;25.0000;75;No
4705;United States;Taiwan;PL-1B;Trainer aircraft;Aircraft;1968;No;1;No;1968;No;New;0.0500;0.0500;0.05;No
4705;United States;Taiwan;PL-1B;Trainer aircraft;Aircraft;1968;No;35;No;1970;No;New;0.0500;0.0500;1.75;No
10779;Egypt;Jordan;Vampire FB-5;Fighter aircraft;Aircraft;1955;Yes;7;No;1956;No;Second hand;3.2000;1.28;8.96;No
10067;Israel;Ghana;PA-18 Super Cup;Light aircraft;Aircraft;1959;Yes;1;No;1959;No;Second hand;0.0600;0.024;0.024;No
10983;Iraq;Lebanon;DH-82 Tiger Moth;Trainer aircraft;Aircraft;1956;Yes;6;No;1957;No;Second hand;0.1000;0.04;0.24;No
8731;United Kingdom;Greece;Gulfstream-1;Transport aircraft;Aircraft;1967;Yes;1;No;1968;No;Second hand but modernized;6.2500;4.125;4.125;No
8028;United States;Greece;F-86F Sabre;Fighter aircraft;Aircraft;1955;Yes;11;No;1956;No;Second hand;3.5000;1.4;15.4;No
8028;United States;Greece;F-86F Sabre;Fighter aircraft;Aircraft;1955;Yes;12;No;1957;No;Second hand;3.5000;1.4;16.8;No
5238;Soviet Union;Hungary;Mi-4A;Helicopter;Aircraft;1954;Yes;20;No;1955;No;New;1.8800;1.8800;37.6;No
8058;Canada;India;DC-3/C-47 Skytrain;Transport aircraft;Aircraft;1963;No;6;No;1963;No;Second hand;2.5000;1;6;No
5292;United States;India;C-119 Packet;Transport aircraft;Aircraft;1962;Yes;24;No;1963;No;Second hand;9.0000;3.6;86.4;No
5322;United States;India;C-119 Packet;Transport aircraft;Aircraft;1954;Yes;5;No;1954;No;New;9.0000;9.0000;45;No
5323;United States;India;S-55;Helicopter;Aircraft;1952;Yes;6;No;1954;No;New;1.2000;1.2000;7.2;No
8065;Canada;Indonesia;DHC-3 Otter;Light transport ac;Aircraft;1958;Yes;2;No;1959;No;Second hand;0.8000;0.32;0.64;No
5367;United States;Indonesia;PA-18 Super Cup;Light aircraft;Aircraft;1965;Yes;1;No;1967;No;New;0.0600;0.0600;0.06;No
5370;Australia;Indonesia;Cessna-310;Light aircraft;Aircraft;1967;Yes;2;No;1969;No;Second hand;0.3500;0.14;0.28;No
5409;United States;Iran;Cessna-310;Light aircraft;Aircraft;1967;Yes;6;No;1968;No;New;0.3500;0.3500;2.1;No
5567;France;Israel;SA-321 Super Frelon;Transport helicopter;Aircraft;1966;No;6;No;1966;No;New;8.8500;8.8500;53.1;No
5582;France;Israel;Super Mystere B-2;FGA aircraft;Aircraft;1958;No;24;No;1959;No;New;5.7500;5.7500;138;No
5588;United Kingdom;Israel;Meteor NF-11;Fighter aircraft;Aircraft;1955;Yes;6;No;1956;No;Second hand;3.5000;1.4;8.4;No
5599;United States;Israel;PT-17 Kaydet;Trainer aircraft;Aircraft;1949;Yes;23;No;1950;No;Second hand;0.0900;0.036;0.828;No
5634;United States;Italy;M-60A1 Patton-2;Tank;Armoured vehicles;1964;Yes;100;No;1966;No;New;1.8000;1.8000;180;No
5656;United States;Italy;RF-84F Thunderflash;Reconnaissance ac;Aircraft;1954;Yes;7;No;1955;No;New;3.4000;3.4000;23.8;No
5675;France;Cote d'Ivoire;Beech-18/C-45;Light transport ac;Aircraft;1966;Yes;1;No;1967;No;Second hand;0.4000;0.16;0.16;No
8163;United States;Japan;AIM-9B Sidewinder;SRAAM;Missiles;1958;No;104;No;1959;No;New;0.0400;0.0400;4.16;No
8175;United Kingdom;Jordan;Vampire T-55;Trainer aircraft;Aircraft;1959;Yes;1;No;1960;No;Second hand;2.2500;0.9;0.9;No
5777;United Kingdom;Jordan;DH-114 Heron;Light transport ac;Aircraft;1957;Yes;2;No;1959;No;Second hand;1.5000;0.6;1.2;No
5778;United States;Jordan;Twin Bonanza;Light transport ac;Aircraft;1957;Yes;1;No;1958;No;New;0.5000;0.5000;0.5;No
8981;United Kingdom;Jordan;Varsity;Transport/trainer ac;Aircraft;1955;Yes;1;No;1956;No;Second hand but modernized;5.0000;3.3;3.3;No
8179;United Kingdom;Jordan;T-6 Texan;Trainer aircraft;Aircraft;1955;Yes;3;No;1956;No;Second hand;0.3200;0.128;0.384;No
8180;United Kingdom;Jordan;Vampire T-55;Trainer aircraft;Aircraft;1954;No;2;No;1955;No;Second hand;2.2500;0.9;1.8;No
8182;United Kingdom;Jordan;DHC-1 Chipmunk;Trainer aircraft;Aircraft;1954;Yes;2;No;1955;No;Second hand;0.1200;0.048;0.096;No
5782;United Kingdom;Jordan;Marathon;Transport aircraft;Aircraft;1954;Yes;1;No;1954;No;New;1.0000;1.0000;1;No
5028;Soviet Union;East Germany (GDR);PT-76;Light tank;Armoured vehicles;1956;Yes;45;Yes;1958;Yes;New;0.9000;0.9000;40.5;No
5028;Soviet Union;East Germany (GDR);PT-76;Light tank;Armoured vehicles;1956;Yes;45;Yes;1959;Yes;New;0.9000;0.9000;40.5;No
5041;Soviet Union;East Germany (GDR);Mi-1;Light helicopter;Aircraft;1952;Yes;20;Yes;1953;Yes;New;0.3000;0.3000;6;No
5903;United States;South Korea;C-46 Commando;Transport aircraft;Aircraft;1965;Yes;2;No;1966;No;Second hand;4.5000;1.8;3.6;No
5903;United States;South Korea;C-46 Commando;Transport aircraft;Aircraft;1965;Yes;6;No;1968;No;Second hand;4.5000;1.8;10.8;No
5906;United States;South Korea;O-1/L-19 Bird Dog;Light aircraft;Aircraft;1964;Yes;18;No;1965;No;Second hand;0.0900;0.036;0.648;No
5045;Czechoslovakia;East Germany (GDR);M-1 Sokol;Light aircraft;Aircraft;1953;Yes;10;Yes;1954;Yes;New;0.0600;0.0600;0.6;No
5117;United States;Greece;T-6 Texan;Trainer aircraft;Aircraft;1951;Yes;10;Yes;1952;Yes;Second hand;0.3200;0.128;1.28;No
5117;United States;Greece;T-6 Texan;Trainer aircraft;Aircraft;1951;Yes;10;Yes;1953;Yes;Second hand;0.3200;0.128;1.28;No
5210;Soviet Union;Hungary;BTR-40;APC;Armoured vehicles;1951;Yes;200;Yes;1953;Yes;New;0.1200;0.1200;24;No
5214;Soviet Union;Hungary;BTR-50;APC;Armoured vehicles;1959;Yes;150;Yes;1960;Yes;New;0.2500;0.2500;37.5;No
5216;Soviet Union;Hungary;BTR-60P;APC;Armoured vehicles;1961;Yes;150;Yes;1963;Yes;New;0.2200;0.2200;33;No
5397;United States;Iran;M-113;APC;Armoured vehicles;1965;Yes;100;Yes;1966;Yes;New;0.2500;0.2500;25;No
5397;United States;Iran;M-113;APC;Armoured vehicles;1965;Yes;100;Yes;1967;Yes;New;0.2500;0.2500;25;No
5397;United States;Iran;M-113;APC;Armoured vehicles;1965;Yes;100;Yes;1968;Yes;New;0.2500;0.2500;25;No
5400;United States;Iran;M-20;Reconnaissance AV;Armoured vehicles;1954;Yes;50;Yes;1955;Yes;Second hand;0.1500;0.06;3;No
5400;United States;Iran;M-20;Reconnaissance AV;Armoured vehicles;1954;Yes;50;Yes;1956;Yes;Second hand;0.1500;0.06;3;No
5400;United States;Iran;M-20;Reconnaissance AV;Armoured vehicles;1954;Yes;40;Yes;1957;Yes;Second hand;0.1500;0.06;2.4;No
5402;United States;Iran;M-24 Chaffee;Light tank;Armoured vehicles;1953;Yes;35;Yes;1954;Yes;Second hand;0.7500;0.3;10.5;No
5402;United States;Iran;M-24 Chaffee;Light tank;Armoured vehicles;1953;Yes;35;Yes;1955;Yes;Second hand;0.7500;0.3;10.5;No
5402;United States;Iran;M-24 Chaffee;Light tank;Armoured vehicles;1953;Yes;30;Yes;1956;Yes;Second hand;0.7500;0.3;9;No
11638;Egypt;Syria;MiG-17;Fighter aircraft;Aircraft;1965;Yes;5;Yes;1966;No;Second hand;3.5000;1.4;7;No
8224;France;Laos;SA-313B Alouette-2;Light helicopter;Aircraft;1958;Yes;2;No;1959;No;New;0.7000;0.7000;1.4;No
5989;Canada;Lebanon;DHC-1 Chipmunk;Trainer aircraft;Aircraft;1949;Yes;3;No;1950;No;New;0.1200;0.1200;0.36;No
6039;France;Madagascar;MH-1521 Broussard;Light aircraft;Aircraft;1960;Yes;2;No;1961;No;Second hand;0.3800;0.152;0.304;No
8728;Soviet Union;East Germany (GDR);P-15/SS-N-2A;Anti-ship missile;Missiles;1963;Yes;60;Yes;1964;No;New;0.6000;0.6000;36;No
6073;United States;Mexico;PBY-5A Catalina;MP aircraft;Aircraft;1952;Yes;5;No;1953;No;Second hand;3.1000;1.24;6.2;No
5536;United States;Israel;M-113;APC;Armoured vehicles;1964;Yes;50;Yes;1965;Yes;New;0.2500;0.2500;12.5;No
5536;United States;Israel;M-113;APC;Armoured vehicles;1964;Yes;50;Yes;1966;Yes;New;0.2500;0.2500;12.5;No
6095;United States;Mexico;Bell-47/OH-13;Light helicopter;Aircraft;1960;Yes;8;No;1960;No;New;0.2400;0.2400;1.92;No
6095;United States;Mexico;Bell-47/OH-13;Light helicopter;Aircraft;1960;Yes;11;No;1962;No;New;0.2400;0.2400;2.64;No
5570;France;Israel;SA-316B Alouette-3;Light helicopter;Aircraft;1958;Yes;7;Yes;1958;Yes;New;0.9000;0.9000;6.3;No
5570;France;Israel;SA-316B Alouette-3;Light helicopter;Aircraft;1958;Yes;8;Yes;1959;Yes;New;0.9000;0.9000;7.2;No
5597;United Kingdom;Israel;Anson;Trainer aircraft;Aircraft;1951;Yes;5;Yes;1952;Yes;Second hand;0.4000;0.16;0.8;No
6152;France;Mauritania;DC-3/C-47 Skytrain;Transport aircraft;Aircraft;1962;Yes;1;No;1962;No;Second hand;2.5000;1;1;No
6201;United States;Netherlands;PBM-5A Mariner;ASW aircraft;Aircraft;1955;Yes;15;No;1955;No;Second hand;7.5000;3;45;No
6201;United States;Netherlands;PBM-5A Mariner;ASW aircraft;Aircraft;1955;Yes;2;No;1956;No;Second hand;7.5000;3;6;No
5330;Netherlands;Indonesia;PBY-5A Catalina;MP aircraft;Aircraft;1950;Yes;8;Yes;1950;No;Second hand;3.1000;1.24;9.92;No
6212;United States;Netherlands;DC-3/C-47 Skytrain;Transport aircraft;Aircraft;1952;No;17;No;1952;No;Second hand;2.5000;1;17;No
9788;Argentina;Paraguay;CV-440;Transport aircraft;Aircraft;1962;No;3;No;1962;No;Second hand;5.0000;2;6;No
5703;United States;Japan;T-6 Texan;Trainer aircraft;Aircraft;1954;Yes;41;Yes;1954;Yes;Second hand;0.3200;0.128;5.248;No
9803;United Kingdom;Peru;Hunter;Fighter aircraft;Aircraft;1957;Yes;1;No;1959;No;New;3.6000;3.6000;3.6;No
22396;United States;Colombia;Bell-205/UH-1H;Helicopter;Aircraft;1970;Yes;1;No;1970;Yes;New;2.6200;2.6200;2.62;No
5497;Soviet Union;Iraq;T-54;Tank;Armoured vehicles;1958;Yes;50;Yes;1959;No;New;1.1000;1.1000;55;No
5497;Soviet Union;Iraq;T-54;Tank;Armoured vehicles;1958;Yes;50;Yes;1960;No;New;1.1000;1.1000;55;No
5497;Soviet Union;Iraq;T-54;Tank;Armoured vehicles;1958;Yes;50;Yes;1962;No;New;1.1000;1.1000;55;No
5497;Soviet Union;Iraq;T-54;Tank;Armoured vehicles;1958;Yes;50;Yes;1964;No;New;1.1000;1.1000;55;No
5497;Soviet Union;Iraq;T-54;Tank;Armoured vehicles;1958;Yes;50;Yes;1965;No;New;1.1000;1.1000;55;No
5498;Soviet Union;Iraq;T-34-85;Tank;Armoured vehicles;1959;Yes;13;Yes;1960;No;Second hand;0.9500;0.38;4.94;No
5498;Soviet Union;Iraq;T-34-85;Tank;Armoured vehicles;1959;Yes;13;Yes;1961;No;Second hand;0.9500;0.38;4.94;No
5498;Soviet Union;Iraq;T-34-85;Tank;Armoured vehicles;1959;Yes;13;Yes;1962;No;Second hand;0.9500;0.38;4.94;No
5498;Soviet Union;Iraq;T-34-85;Tank;Armoured vehicles;1959;Yes;13;Yes;1963;No;Second hand;0.9500;0.38;4.94;No
5498;Soviet Union;Iraq;T-34-85;Tank;Armoured vehicles;1959;Yes;13;Yes;1964;No;Second hand;0.9500;0.38;4.94;No
5498;Soviet Union;Iraq;T-34-85;Tank;Armoured vehicles;1959;Yes;15;Yes;1965;No;Second hand;0.9500;0.38;5.7;No
5499;Soviet Union;Iraq;BTR-152;APC;Armoured vehicles;1959;Yes;40;Yes;1960;No;New;0.1300;0.1300;5.2;No
5499;Soviet Union;Iraq;BTR-152;APC;Armoured vehicles;1959;Yes;40;Yes;1961;No;New;0.1300;0.1300;5.2;No
5499;Soviet Union;Iraq;BTR-152;APC;Armoured vehicles;1959;Yes;40;Yes;1962;No;New;0.1300;0.1300;5.2;No
5499;Soviet Union;Iraq;BTR-152;APC;Armoured vehicles;1959;Yes;40;Yes;1963;No;New;0.1300;0.1300;5.2;No
5499;Soviet Union;Iraq;BTR-152;APC;Armoured vehicles;1959;Yes;40;Yes;1964;No;New;0.1300;0.1300;5.2;No
5795;United States;Cambodia;M-8 Greyhound;Armoured car;Armoured vehicles;1960;Yes;5;Yes;1961;Yes;Second hand;0.1900;0.076;0.38;No
5829;France;Cambodia;M-3A1 Scout Car;APC/APV;Armoured vehicles;1953;Yes;7;Yes;1954;Yes;Second hand;0.1100;0.044;0.308;No
5829;France;Cambodia;M-3A1 Scout Car;APC/APV;Armoured vehicles;1953;Yes;8;Yes;1955;Yes;Second hand;0.1100;0.044;0.352;No
5842;United Kingdom;Kenya;Saracen;APC;Armoured vehicles;1965;Yes;15;Yes;1968;Yes;Second hand;0.2000;0.08;1.2;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;36;Yes;1965;Yes;Second hand;0.1200;0.048;1.728;No
9804;United States;Peru;F-80 Shooting Star;Fighter aircraft;Aircraft;1957;Yes;12;No;1958;No;Second hand;3.0000;1.2;14.4;No
5534;United States;Israel;M-113;APC;Armoured vehicles;1966;Yes;100;Yes;1967;No;New;0.2500;0.2500;25;No
5534;United States;Israel;M-113;APC;Armoured vehicles;1966;Yes;100;Yes;1968;No;New;0.2500;0.2500;25;No
5534;United States;Israel;M-113;APC;Armoured vehicles;1966;Yes;100;Yes;1969;No;New;0.2500;0.2500;25;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;36;Yes;1966;Yes;Second hand;0.1200;0.048;1.728;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;36;Yes;1967;Yes;Second hand;0.1200;0.048;1.728;No
9811;United States;Peru;T-37B;Trainer aircraft;Aircraft;1960;Yes;15;No;1961;No;New;1.8000;1.8000;27;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;36;Yes;1968;Yes;Second hand;0.1200;0.048;1.728;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;36;Yes;1969;Yes;Second hand;0.1200;0.048;1.728;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;35;Yes;1970;Yes;Second hand;0.1200;0.048;1.68;No
9813;United States;Peru;Bell-47/OH-13;Light helicopter;Aircraft;1964;Yes;8;No;1965;No;New;0.2400;0.2400;1.92;No
6363;United Kingdom;Zimbabwe;Spitfire;Fighter aircraft;Aircraft;1950;No;11;No;1951;No;Second hand;2.0000;0.8;8.8;No
6369;United Kingdom;Zimbabwe;DC-4M1 North Star;Transport aircraft;Aircraft;1959;Yes;4;No;1960;No;Second hand;7.0000;2.8;11.2;No
5647;United States;Italy;PA-18 Super Cup;Light aircraft;Aircraft;1950;Yes;56;Yes;1951;No;New;0.0600;0.0600;3.36;No
8357;New Zealand;Singapore;Airtourer;Trainer aircraft;Aircraft;1969;Yes;2;No;1969;No;New;0.0800;0.0800;0.16;No
6556;United Kingdom;Sri Lanka;DH-114 Heron;Light transport ac;Aircraft;1958;Yes;2;No;1959;No;New;1.5000;1.5000;3;No
8163;United States;Japan;AIM-9B Sidewinder;SRAAM;Missiles;1958;No;150;Yes;1960;No;New;0.0400;0.0400;6;No
6556;United Kingdom;Sri Lanka;DH-114 Heron;Light transport ac;Aircraft;1958;Yes;2;No;1960;No;New;1.5000;1.5000;3;No
5754;United States;Jordan;M-47 Patton;Tank;Armoured vehicles;1964;Yes;25;Yes;1965;No;Second hand;1.0500;0.42;10.5;No
8397;United States;Taiwan;MIM-14 Nike Hercules;SAM;Missiles;1969;Yes;73;No;1970;No;New;0.4000;0.4000;29.2;No
5754;United States;Jordan;M-47 Patton;Tank;Armoured vehicles;1964;Yes;25;Yes;1966;No;Second hand;1.0500;0.42;10.5;No
5770;France;Jordan;SA-316B Alouette-3;Light helicopter;Aircraft;1964;Yes;5;Yes;1965;No;New;0.9000;0.9000;4.5;No
6689;United States;Taiwan;F-86F Sabre;Fighter aircraft;Aircraft;1953;Yes;20;No;1954;No;New;3.5000;3.5000;70;No
6719;United States;Thailand;M-113;APC;Armoured vehicles;1965;Yes;200;No;1967;No;Second hand;0.2500;0.1;20;No
6735;United States;Thailand;Bell-205/UH-1D;Helicopter;Aircraft;1968;Yes;7;No;1969;No;New;2.2000;2.2000;15.4;No
6735;United States;Thailand;Bell-205/UH-1D;Helicopter;Aircraft;1968;Yes;6;No;1970;No;New;2.2000;2.2000;13.2;No
8429;United States;Thailand;T-6 Texan;Trainer aircraft;Aircraft;1955;Yes;75;No;1957;No;Second hand;0.3200;0.128;9.6;No
6754;United States;Thailand;Hiller-12/OH-23 Raven;Light helicopter;Aircraft;1950;No;2;No;1951;No;New;0.2400;0.2400;0.48;No
8466;Canada;Uganda;DHC-4 Caribou;Transport aircraft;Aircraft;1965;No;1;No;1966;No;New;3.7500;3.7500;3.75;No
8841;Soviet Union;Syria;MiG-17;Fighter aircraft;Aircraft;1956;No;40;Yes;1957;No;New;3.5000;3.5000;140;No
5873;Soviet Union;North Korea;MiG-17;Fighter aircraft;Aircraft;1955;Yes;33;Yes;1956;No;New;3.5000;3.5000;115.5;No
5869;Soviet Union;North Korea;Il-14;Transport aircraft;Aircraft;1965;Yes;15;Yes;1965;Yes;Second hand;4.0000;1.6;24;No
8198;Soviet Union;North Korea;MiG-19;Fighter aircraft;Aircraft;1965;Yes;10;Yes;1966;Yes;Second hand;5.0000;2;20;No
8198;Soviet Union;North Korea;MiG-19;Fighter aircraft;Aircraft;1965;Yes;10;Yes;1967;Yes;Second hand;5.0000;2;20;No
5909;United States;South Korea;Cessna-180 Skywagon;Light aircraft;Aircraft;1960;Yes;5;Yes;1961;Yes;New;0.1800;0.1800;0.9;No
5962;France;Laos;M-3A1 Scout Car;APC/APV;Armoured vehicles;1953;Yes;15;Yes;1954;Yes;Second hand;0.1100;0.044;0.66;No
5963;France;Laos;M-8 Greyhound;Armoured car;Armoured vehicles;1954;Yes;15;Yes;1955;Yes;Second hand;0.1900;0.076;1.14;No
6118;Soviet Union;Mongolia;Mi-1;Light helicopter;Aircraft;1951;Yes;5;Yes;1952;Yes;New;0.3000;0.3000;1.5;No
6121;Soviet Union;Mongolia;Mi-4A;Helicopter;Aircraft;1954;Yes;5;Yes;1955;Yes;New;1.8800;1.8800;9.4;No
6123;Soviet Union;Mongolia;Il-14;Transport aircraft;Aircraft;1956;Yes;3;Yes;1957;Yes;New;4.0000;4.0000;12;No
6141;France;Morocco;AMX-13/75;Light tank;Armoured vehicles;1957;Yes;7;Yes;1957;Yes;New;0.9000;0.9000;6.3;No
6141;France;Morocco;AMX-13/75;Light tank;Armoured vehicles;1957;Yes;7;Yes;1958;Yes;New;0.9000;0.9000;6.3;No
6141;France;Morocco;AMX-13/75;Light tank;Armoured vehicles;1957;Yes;7;Yes;1959;Yes;New;0.9000;0.9000;6.3;No
6141;France;Morocco;AMX-13/75;Light tank;Armoured vehicles;1957;Yes;7;Yes;1960;Yes;New;0.9000;0.9000;6.3;No
6142;France;Morocco;M-8 Greyhound;Armoured car;Armoured vehicles;1956;Yes;10;Yes;1956;Yes;Second hand;0.1900;0.076;0.76;No
6142;France;Morocco;M-8 Greyhound;Armoured car;Armoured vehicles;1956;Yes;10;Yes;1957;Yes;Second hand;0.1900;0.076;0.76;No
6142;France;Morocco;M-8 Greyhound;Armoured car;Armoured vehicles;1956;Yes;10;Yes;1958;Yes;Second hand;0.1900;0.076;0.76;No
6142;France;Morocco;M-8 Greyhound;Armoured car;Armoured vehicles;1956;Yes;10;Yes;1959;Yes;Second hand;0.1900;0.076;0.76;No
6149;France;Mauritania;M-8 Greyhound;Armoured car;Armoured vehicles;1960;Yes;7;Yes;1960;Yes;Second hand;0.1900;0.076;0.532;No
6149;France;Mauritania;M-8 Greyhound;Armoured car;Armoured vehicles;1960;Yes;8;Yes;1961;Yes;Second hand;0.1900;0.076;0.608;No
6172;France;Netherlands;AMX Mk-61 105mm;Self-propelled gun;Artillery;1960;Yes;41;Yes;1961;Yes;New;0.9000;0.9000;36.9;No
5873;Soviet Union;North Korea;MiG-17;Fighter aircraft;Aircraft;1955;Yes;33;Yes;1957;No;New;3.5000;3.5000;115.5;No
5873;Soviet Union;North Korea;MiG-17;Fighter aircraft;Aircraft;1955;Yes;34;Yes;1958;No;New;3.5000;3.5000;119;No
5876;Soviet Union;North Korea;La-11;Fighter aircraft;Aircraft;1952;Yes;70;Yes;1953;No;Second hand;2.0000;0.8;56;No
9633;France;Niger;M-20;Reconnaissance AV;Armoured vehicles;1958;Yes;8;Yes;1960;Yes;Second hand;0.1500;0.06;0.48;No
5882;China;North Korea;MiG-15;Fighter aircraft;Aircraft;1957;Yes;80;Yes;1958;No;Second hand;3.2000;1.28;102.4;No
6361;United Kingdom;Zimbabwe;Vampire T-3;Trainer aircraft;Aircraft;1953;No;8;Yes;1954;Yes;New;2.2500;2.2500;18;No
6890;United States;Uruguay;T-34 Mentor;Trainer aircraft;Aircraft;1965;Yes;1;No;1966;No;Second hand;0.1900;0.076;0.076;No
