SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 1971 to 1980 - (created: 09-03-2020)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
1378;United States;Belgium;M-752 Lance TEL;Mobile SSM launcher;Artillery;1975;No;3;No;1978;No;New;0.5000;0.5000;1.5;No
1463;Sweden;Trinidad and Tobago;Barracuda;Patrol craft;Ships;1978;No;2;No;1980;No;New;10.5000;10.5000;21;No
1487;United States;Spain;F-4C Phantom-2;FGA aircraft;Aircraft;1978;Yes;4;No;1979;No;Second hand;17.5000;7;28;No
1518;United States;Saudi Arabia;M-60A1 Patton-2;Tank;Armoured vehicles;1979;No;8;No;1980;No;New;1.8000;1.8000;14.4;No
1542;United Kingdom;Ireland;HS-125-600;Light transport ac;Aircraft;1979;No;1;No;1980;No;New;6.0000;6.0000;6;No
1581;Soviet Union;East Germany (GDR);Project-1159/Koni;Corvette;Ships;1976;Yes;1;No;1978;No;New;125.0000;125.0000;125;No
1581;Soviet Union;East Germany (GDR);Project-1159/Koni;Corvette;Ships;1976;Yes;1;No;1979;No;New;125.0000;125.0000;125;No
1788;Italy;Libya;Wadi;Corvette;Ships;1974;No;1;No;1979;No;New;70.2000;70.2000;70.2;No
1788;Italy;Libya;Wadi;Corvette;Ships;1974;No;1;No;1980;No;New;70.2000;70.2000;70.2;No
1789;Soviet Union;Libya;T-62;Tank;Armoured vehicles;1978;No;250;No;1978;No;New;1.8000;1.8000;450;No
1834;United States;Thailand;AIM-9J/P Sidewinder;SRAAM;Missiles;1979;Yes;239;No;1980;No;New;0.0900;0.0900;21.51;No
1836;United States;Thailand;CH-47A Chinook;Transport helicopter;Aircraft;1978;No;4;No;1979;No;Second hand;12.0000;4.8;19.2;No
1562;Taiwan;Bolivia;T-6 Texan;Trainer aircraft;Aircraft;1979;No;10;Yes;1979;Yes;Second hand;0.3200;0.128;1.28;No
1719;France;Greece;AMX-30D;ARV;Armoured vehicles;1974;Yes;4;Yes;1978;Yes;New;1.4000;1.4000;5.6;No
1719;France;Greece;AMX-30D;ARV;Armoured vehicles;1974;Yes;6;Yes;1977;Yes;New;1.4000;1.4000;8.4;No
1719;France;Greece;AMX-30D;ARV;Armoured vehicles;1974;Yes;4;Yes;1976;Yes;New;1.4000;1.4000;5.6;No
2528;France;Singapore;T-33A Shooting Star;Trainer aircraft;Aircraft;1979;No;12;No;1980;No;Second hand;2.5000;1;12;No
1730;France;Ireland;MILAN;Anti-tank missile;Missiles;1978;Yes;40;Yes;1979;Yes;New;0.0100;0.0100;0.4;No
34106;Canada;Germany;CL-89;UAV;Aircraft;1965;No;10;Yes;1975;No;New;0.2000;0.2000;2;No
1041;United States;Italy;S-61R;Transport helicopter;Aircraft;1972;No;2;Yes;1976;No;New;6.5000;6.5000;13;Yes
2638;Canada;France;DHC-6 Twin Otter;Transport aircraft;Aircraft;1977;Yes;3;No;1979;No;New;2.5000;2.5000;7.5;No
1041;United States;Italy;S-61R;Transport helicopter;Aircraft;1972;No;2;Yes;1977;No;New;6.5000;6.5000;13;Yes
1041;United States;Italy;S-61R;Transport helicopter;Aircraft;1972;No;3;Yes;1978;No;New;6.5000;6.5000;19.5;Yes
1041;United States;Italy;S-61R;Transport helicopter;Aircraft;1972;No;3;Yes;1979;No;New;6.5000;6.5000;19.5;Yes
1041;United States;Italy;S-61R;Transport helicopter;Aircraft;1972;No;3;Yes;1980;No;New;6.5000;6.5000;19.5;Yes
2639;Canada;France;DHC-6 Twin Otter;Transport aircraft;Aircraft;1976;Yes;1;No;1978;No;New;2.5000;2.5000;2.5;No
2693;Canada;Ecuador;DHC-5 Buffalo;Transport aircraft;Aircraft;1980;No;1;No;1980;No;New;13.2200;13.2200;13.22;No
2695;Iceland;Finland;PA-28 Cherokee;Light aircraft;Aircraft;1980;No;4;No;1980;No;Second hand;0.1400;0.056;0.224;No
2815;Soviet Union;Libya;Project-205/Osa;FAC;Ships;1975;No;1;No;1976;No;Second hand;42.5000;17;17;No
2815;Soviet Union;Libya;Project-205/Osa;FAC;Ships;1975;No;4;No;1977;No;Second hand;42.5000;17;68;No
2815;Soviet Union;Libya;Project-205/Osa;FAC;Ships;1975;No;1;No;1978;No;Second hand;42.5000;17;17;No
2815;Soviet Union;Libya;Project-205/Osa;FAC;Ships;1975;No;3;No;1979;No;Second hand;42.5000;17;51;No
2815;Soviet Union;Libya;Project-205/Osa;FAC;Ships;1975;No;3;No;1980;No;Second hand;42.5000;17;51;No
2830;Germany;Malaysia;Sri Indera Sakti;Support ship;Ships;1979;No;1;No;1980;No;New;40.5000;40.5000;40.5;No
2840;United States;Peru;C-130H-30 Hercules;Transport aircraft;Aircraft;1975;Yes;2;No;1976;No;New;29.0000;29.0000;58;No
2869;Germany;Turkey;Mercure;Minesweeper;Ships;1974;Yes;1;No;1979;No;Second hand;14.0000;5.6;5.6;No
1360;Soviet Union;Ethiopia;S-125M/SA-3B;SAM system;Air defence systems;1977;No;13;Yes;1977;No;New;17.5000;17.5000;227.5;No
1360;Soviet Union;Ethiopia;S-125M/SA-3B;SAM system;Air defence systems;1977;No;12;Yes;1978;No;New;17.5000;17.5000;210;No
2347;Czechoslovakia;Bulgaria;OT-62A TOPAS;APC;Armoured vehicles;1970;Yes;35;Yes;1971;Yes;New;0.2700;0.2700;9.45;No
1616;Soviet Union;Libya;BTR-50;APC;Armoured vehicles;1977;Yes;60;Yes;1978;No;Second hand;0.2500;0.1;6;No
1653;United States;Turkey;RGM-84 Harpoon;Anti-ship missile;Missiles;1973;Yes;33;Yes;1978;No;New;1.0000;1.0000;33;No
1772;United States;Israel;MIM-23B HAWK;SAM;Missiles;1979;No;64;Yes;1980;No;New;0.1700;0.1700;10.88;No
1862;Soviet Union;South Yemen;T-62;Tank;Armoured vehicles;1979;No;50;Yes;1979;No;Second hand;1.8000;0.72;36;No
1863;Soviet Union;South Yemen;T-55;Tank;Armoured vehicles;1978;No;100;Yes;1979;No;New;1.2500;1.2500;125;No
1950;Soviet Union;Libya;T-55;Tank;Armoured vehicles;1970;Yes;50;Yes;1971;No;New;1.2500;1.2500;62.5;No
1951;France;Libya;SS-11;Anti-tank missile;Missiles;1974;No;100;Yes;1975;No;New;0.0100;0.0100;1;No
3681;Portugal;Guinea-Bissau;SA-316B Alouette-3;Light helicopter;Aircraft;1974;No;2;No;1974;No;Second hand;0.9000;0.36;0.72;No
2541;Italy;Tunisia;Type-6614;APC;Armoured vehicles;1979;No;120;Yes;1980;Yes;New;0.1800;0.1800;21.6;No
2667;Germany;Turkey;MILAN;Anti-tank missile;Missiles;1975;Yes;1000;Yes;1976;Yes;New;0.0100;0.0100;10;No
2667;Germany;Turkey;MILAN;Anti-tank missile;Missiles;1975;Yes;1025;Yes;1977;Yes;New;0.0100;0.0100;10.25;No
3844;Germany;Spain;Bo-105;Light helicopter;Aircraft;1978;Yes;10;No;1980;No;Second hand;1.2000;0.48;4.8;No
2667;Germany;Turkey;MILAN;Anti-tank missile;Missiles;1975;Yes;1100;Yes;1978;Yes;New;0.0100;0.0100;11;No
2906;Soviet Union;East Germany (GDR);2K12 Kvadrat/SA-6A;SAM system;Air defence systems;1975;Yes;7;Yes;1976;Yes;New;17.5000;17.5000;122.5;No
2533;United Kingdom;Spain;Sea King HAS-5;ASW helicopter;Aircraft;1979;Yes;3;Yes;1980;No;New;15.0000;15.0000;45;No
2686;Soviet Union;Czechoslovakia;2S1 122mm;Self-propelled gun;Artillery;1979;Yes;20;Yes;1980;No;New;0.9000;0.9000;18;No
4347;United States;Peru;PGM-71;Patrol craft;Ships;1967;Yes;1;No;1972;No;New;9.0000;9.0000;9;Yes
4364;France;Angola;SA-316B Alouette-3;Light helicopter;Aircraft;1979;Yes;6;No;1980;No;New;0.9000;0.9000;5.4;No
2783;Soviet Union;Ethiopia;BTR-60PB;APC;Armoured vehicles;1980;Yes;100;Yes;1980;No;Second hand;0.2500;0.1;10;No
2941;United Kingdom;Mexico;BN-2 Islander;Light transport ac;Aircraft;1976;Yes;12;Yes;1977;No;New;0.6000;0.6000;7.2;No
3049;Germany;Italy;Leopard-1A1;Tank;Armoured vehicles;1978;Yes;60;Yes;1979;No;New;2.1000;2.1000;126;Yes
4626;France;Oman;MM-38 Exocet;Anti-ship missile;Missiles;1976;Yes;4;Yes;1978;Yes;New;0.9000;0.9000;3.6;No
4837;Germany;Philippines;Kagitingan;Patrol craft;Ships;1977;Yes;4;No;1979;No;New;7.0000;7.0000;28;No
3049;Germany;Italy;Leopard-1A1;Tank;Armoured vehicles;1978;Yes;60;Yes;1980;No;New;2.1000;2.1000;126;Yes
21980;United States;Philippines;LST-1;Landing ship;Ships;1975;No;2;No;1977;Yes;Second hand;23.6200;9.448;18.896;No
11375;South Africa;Zimbabwe;SA-313B Alouette-2;Light helicopter;Aircraft;1974;Yes;6;No;1974;No;Second hand;0.7000;0.28;1.68;No
8019;Netherlands;Greece;F-84F Thunderstreak;FGA aircraft;Aircraft;1969;Yes;6;No;1971;No;Second hand;3.7500;1.5;9;No
8048;United States;India;Model-300;Light helicopter;Aircraft;1969;Yes;4;No;1971;No;New;0.2000;0.2000;0.8;No
8085;France;Iran;SA-321 Super Frelon;Transport helicopter;Aircraft;1969;Yes;16;No;1971;No;New;8.8500;8.8500;141.6;No
8117;United States;Israel;MIM-23A HAWK;SAM;Missiles;1973;No;36;No;1973;No;New;0.1200;0.1200;4.32;No
2667;Germany;Turkey;MILAN;Anti-tank missile;Missiles;1975;Yes;1100;Yes;1979;Yes;New;0.0100;0.0100;11;No
8128;United States;Israel;C-130E Hercules;Transport aircraft;Aircraft;1973;Yes;12;No;1973;No;Second hand;24.0000;9.6;115.2;No
5558;United States;Israel;C-130H Hercules;Transport aircraft;Aircraft;1970;Yes;2;No;1971;No;New;28.0000;28.0000;56;No
5558;United States;Israel;C-130H Hercules;Transport aircraft;Aircraft;1970;Yes;2;No;1974;No;New;28.0000;28.0000;56;No
3970;Israel;Taiwan;Dvora;FAC;Ships;1979;Yes;1;Yes;1980;No;New;10.0000;10.0000;10;Yes
24023;Sweden;Yugoslavia;SAK-70 Mk-1 57mm;Naval gun;Naval weapons;1974;No;2;No;1980;No;New;2.2500;2.2500;4.5;No
941;Soviet Union;Syria;3M9/SA-6;SAM;Missiles;1978;No;450;Yes;1980;Yes;New;0.1200;0.1200;54;No
8984;United Kingdom;Jordan;Bulldog;Trainer aircraft;Aircraft;1976;No;4;No;1976;No;New;0.2200;0.2200;0.88;No
8764;United Kingdom;Jordan;Bulldog;Trainer aircraft;Aircraft;1975;No;3;No;1975;No;New;0.2200;0.2200;0.66;No
4907;Soviet Union;Libya;D-30 122mm;Towed gun;Artillery;1979;Yes;10;Yes;1980;Yes;New;0.3500;0.3500;3.5;No
11372;South Africa;Zimbabwe;AML-60/90;Armoured car;Armoured vehicles;1971;Yes;30;Yes;1972;Yes;New;0.3500;0.3500;10.5;No
54220;Australia;Philippines;Nomad;Light transport ac;Aircraft;1979;No;1;No;1980;No;New;1.5000;1.5000;1.5;No
8978;United States;South Korea;F-4D Phantom-2;FGA aircraft;Aircraft;1972;No;18;No;1972;No;Second hand;18.5000;7.4;133.2;No
743;Soviet Union;India;V-601/SA-3B;SAM;Missiles;1973;No;75;Yes;1973;Yes;New;0.1200;0.1200;9;No
8973;Australia;Malaysia;F-86F Sabre;Fighter aircraft;Aircraft;1970;Yes;6;No;1971;No;Second hand but modernized;3.5000;2.31;13.86;No
6078;United States;Mexico;Bell-206/OH-58;Light helicopter;Aircraft;1971;Yes;5;No;1973;No;New;0.7000;0.7000;3.5;No
6080;United States;Mexico;Bell-212/UH-1N;Helicopter;Aircraft;1970;Yes;2;No;1971;No;New;3.7000;3.7000;7.4;No
5095;Italy;Greece;Bell-204B/UH-1B;Helicopter;Aircraft;1971;Yes;20;Yes;1973;No;New;2.1000;2.1000;42;No
22283;United Kingdom;Uruguay;Catherine;Cargo ship;Ships;1978;Yes;1;No;1978;Yes;Second hand;12.5000;5;5;No
8087;United States;Iran;AIM-9J/P Sidewinder;SRAAM;Missiles;1972;Yes;228;Yes;1973;No;New;0.0900;0.0900;20.52;No
8087;United States;Iran;AIM-9J/P Sidewinder;SRAAM;Missiles;1972;Yes;220;Yes;1974;No;New;0.0900;0.0900;19.8;No
8087;United States;Iran;AIM-9J/P Sidewinder;SRAAM;Missiles;1972;Yes;348;Yes;1975;No;New;0.0900;0.0900;31.32;No
5453;Soviet Union;Iraq;T-62;Tank;Armoured vehicles;1973;No;50;Yes;1974;No;New;1.8000;1.8000;90;No
5453;Soviet Union;Iraq;T-62;Tank;Armoured vehicles;1973;No;50;Yes;1975;No;New;1.8000;1.8000;90;No
8114;United States;Israel;M-48A3 Patton;Tank;Armoured vehicles;1973;No;100;Yes;1973;No;Second hand;1.5000;0.6;60;No
5854;Soviet Union;North Korea;BTR-40;APC;Armoured vehicles;1965;Yes;35;Yes;1971;Yes;Second hand;0.1200;0.048;1.68;No
8831;New Zealand;Singapore;Airtourer;Trainer aircraft;Aircraft;1972;Yes;4;No;1973;No;New;0.0800;0.0800;0.32;No
23087;United States;Tanzania;DHC-4 Caribou;Transport aircraft;Aircraft;1971;Yes;1;No;1971;Yes;Second hand;3.7500;1.5;1.5;No
8159;United States;Japan;RF-4E Phantom-2;Reconnaissance ac;Aircraft;1973;Yes;7;Yes;1974;No;New;21.0000;21.0000;147;No
6706;Canada;Tanzania;DHC-4 Caribou;Transport aircraft;Aircraft;1970;Yes;8;No;1971;No;Second hand;3.7500;1.5;12;No
6709;Italy;Tanzania;Bell-47/OH-13;Light helicopter;Aircraft;1972;Yes;2;No;1973;No;New;0.2400;0.2400;0.48;No
6732;United States;Thailand;CH-47C Chinook;Transport helicopter;Aircraft;1971;Yes;4;No;1972;No;Second hand;15.0000;6;24;No
6735;United States;Thailand;Bell-205/UH-1D;Helicopter;Aircraft;1968;Yes;6;No;1971;No;New;2.2000;2.2000;13.2;No
8444;United States;Turkey;T-33A Shooting Star;Trainer aircraft;Aircraft;1972;Yes;16;No;1973;No;Second hand;2.5000;1;16;No
8446;United States;Turkey;T-33A Shooting Star;Trainer aircraft;Aircraft;1971;Yes;9;No;1972;No;Second hand;2.5000;1;9;No
6874;Soviet Union;Uganda;BRDM-1;Reconnaissance AV;Armoured vehicles;1971;Yes;62;No;1973;No;Second hand;0.1200;0.048;2.976;No
6877;Soviet Union;Uganda;BRDM-1;Reconnaissance AV;Armoured vehicles;1973;No;36;No;1974;No;Second hand;0.1200;0.048;1.728;No
6887;United States;Uruguay;Bell-204B/UH-1B;Helicopter;Aircraft;1973;Yes;6;No;1974;No;Second hand;2.1000;0.84;5.04;No
6968;United Kingdom;New Zealand;HS-748;Transport aircraft;Aircraft;1976;No;10;No;1977;No;Second hand;8.5000;3.4;34;No
7076;United States;South Vietnam;M-109 155mm;Self-propelled gun;Artillery;1970;Yes;24;No;1971;No;Second hand;0.8500;0.34;8.16;No
7077;United States;South Vietnam;M-107 175mm;Self-propelled gun;Artillery;1970;Yes;24;No;1971;No;Second hand;1.1000;0.44;10.56;No
7088;United States;South Vietnam;CH-47A Chinook;Transport helicopter;Aircraft;1972;Yes;20;No;1973;No;Second hand;12.0000;4.8;96;No
8879;United States;South Vietnam;EC-47;SIGINT aircraft;Aircraft;1971;Yes;18;No;1972;No;Second hand;5.0000;2;36;No
23582;Sweden;Finland;TAK-120 L/46 120mm;Naval gun;Naval weapons;1977;Yes;1;No;1979;Yes;New;5.0000;5.0000;5;No
23982;Soviet Union;Hungary;An-30;Reconnaissance ac;Aircraft;1979;Yes;1;No;1980;Yes;New;7.5000;7.5000;7.5;No
6602;Soviet Union;Syria;BRDM-1;Reconnaissance AV;Armoured vehicles;1970;Yes;50;Yes;1971;Yes;Second hand;0.1200;0.048;2.4;No
8519;United States;DR Congo;C-130E Hercules;Transport aircraft;Aircraft;1971;No;3;No;1971;Yes;New;24.0000;24.0000;72;No
8884;United States;South Vietnam;DC-3/C-47 Skytrain;Transport aircraft;Aircraft;1968;Yes;2;No;1971;No;Second hand;2.5000;1;2;No
8311;France;South Africa;MILAN;Anti-tank missile;Missiles;1973;No;75;Yes;1974;No;New;0.0100;0.0100;0.75;No
30647;Soviet Union;Bulgaria;Kh-23 Grom/AS-7;ASM;Missiles;1975;Yes;25;Yes;1977;Yes;New;0.1000;0.1000;2.5;No
29209;Soviet Union;Poland;K-13M/AA-2C;SRAAM;Missiles;1972;Yes;300;Yes;1975;Yes;New;0.0700;0.0700;21;No
7338;United States;Bolivia;Cessna-180 Skywagon;Light aircraft;Aircraft;1971;Yes;1;No;1971;No;New;0.1800;0.1800;0.18;No
7199;Soviet Union;South Yemen;T-54;Tank;Armoured vehicles;1971;Yes;10;Yes;1972;Yes;Second hand;1.1000;0.44;4.4;No
7199;Soviet Union;South Yemen;T-54;Tank;Armoured vehicles;1971;Yes;10;Yes;1973;Yes;Second hand;1.1000;0.44;4.4;No
7214;Soviet Union;South Yemen;T-34-85;Tank;Armoured vehicles;1972;Yes;50;Yes;1973;Yes;Second hand;0.9500;0.38;19;No
7215;Soviet Union;South Yemen;T-55;Tank;Armoured vehicles;1972;Yes;10;Yes;1973;Yes;New;1.2500;1.2500;12.5;No
7215;Soviet Union;South Yemen;T-55;Tank;Armoured vehicles;1972;Yes;10;Yes;1974;Yes;New;1.2500;1.2500;12.5;No
37403;United States;Taiwan;T53;Turboprop/turboshaft;Engines;1975;Yes;10;Yes;1977;No;New;0.6000;0.6000;6;Yes
6794;United States;Turkey;M-48 Patton;Tank;Armoured vehicles;1971;Yes;400;Yes;1972;No;Second hand;1.2300;0.492;196.8;No
6794;United States;Turkey;M-48 Patton;Tank;Armoured vehicles;1971;Yes;300;Yes;1973;No;Second hand;1.2300;0.492;147.6;No
6806;United States;Turkey;F-104S Starfighter;FGA aircraft;Aircraft;1974;No;18;Yes;1975;No;New;12.5000;12.5000;225;No
6820;France;Turkey;RF-84F Thunderflash;Reconnaissance ac;Aircraft;1971;Yes;5;Yes;1972;No;Second hand;4.0000;1.6;8;No
8998;Germany;Brazil;Roland;SAM;Missiles;1971;Yes;10;Yes;1978;Yes;New;0.1200;0.1200;1.2;No
6914;Germany;Norway;Leopard-1A1;Tank;Armoured vehicles;1968;No;39;Yes;1971;No;New;2.1000;2.1000;81.9;No
7749;France;Ecuador;SA-315B Lama;Light helicopter;Aircraft;1974;No;5;No;1976;No;New;0.7500;0.7500;3.75;No
7755;United Kingdom;Ecuador;Skyvan;Light transport ac;Aircraft;1970;No;1;No;1971;No;New;2.5000;2.5000;2.5;No
8704;Soviet Union;Egypt;MiG-23BN;FGA aircraft;Aircraft;1973;No;20;No;1974;No;New;12.5000;12.5000;250;No
7075;United States;South Vietnam;M-60A1 Patton-2;Tank;Armoured vehicles;1971;Yes;50;Yes;1972;No;Second hand;1.8000;0.72;36;No
7075;United States;South Vietnam;M-60A1 Patton-2;Tank;Armoured vehicles;1971;Yes;35;Yes;1973;No;Second hand;1.8000;0.72;25.2;No
8545;United States;Australia;F-4E Phantom-2;FGA aircraft;Aircraft;1970;No;12;Yes;1971;No;Second hand;25.0000;10;120;No
7715;United States;Dominican Republic;T-33A Shooting Star;Trainer aircraft;Aircraft;1975;Yes;2;Yes;1975;Yes;Second hand;2.5000;1;2;No
2869;Germany;Turkey;Mercure;Minesweeper;Ships;1974;Yes;5;No;1975;No;Second hand;14.0000;5.6;28;No
14381;Netherlands;Oman;Ton;Minesweeper;Ships;1974;No;2;No;1974;No;Second hand;11.5000;4.6;9.2;No
14413;United States;Spain;Aggressive;Minesweeper;Ships;1970;Yes;3;No;1971;No;Second hand;18.8100;7.524;22.572;No
14413;United States;Spain;Aggressive;Minesweeper;Ships;1970;Yes;1;No;1972;No;Second hand;18.8100;7.524;7.524;No
14415;United States;Spain;LCU-1466;Landing craft;Ships;1972;No;2;No;1972;No;Second hand;5.6000;2.24;4.48;No
14017;Israel;Thailand;M-68/M-71 155mm;Towed gun;Artillery;1974;Yes;20;Yes;1975;Yes;New;0.8500;0.8500;17;No
7772;Soviet Union;Egypt;T-54;Tank;Armoured vehicles;1972;Yes;50;Yes;1973;No;Second hand;1.1000;0.44;22;No
7773;Soviet Union;Egypt;T-62;Tank;Armoured vehicles;1971;Yes;200;Yes;1972;No;New;1.8000;1.8000;360;No
7778;Soviet Union;Egypt;BTR-60PB;APC;Armoured vehicles;1969;Yes;150;Yes;1971;No;New;0.2500;0.2500;37.5;No
7946;United Kingdom;Germany;Sea King HAS-1;ASW helicopter;Aircraft;1969;Yes;6;Yes;1972;No;New;10.0000;10.0000;60;No
7946;United Kingdom;Germany;Sea King HAS-1;ASW helicopter;Aircraft;1969;Yes;9;Yes;1973;No;New;10.0000;10.0000;90;No
14650;United States;Indonesia;Adjutant;Minesweeper;Ships;1971;Yes;6;No;1971;No;Second hand;10.0000;4;24;No
14651;United States;Indonesia;Arcadia;Support ship;Ships;1970;Yes;1;No;1971;No;Second hand;75.0000;30;30;No
14663;United States;Indonesia;Cessna-310;Light aircraft;Aircraft;1971;Yes;4;No;1972;No;New;0.3500;0.3500;1.4;No
14714;Soviet Union;Egypt;Project-771/Polnocny;Landing ship;Ships;1972;No;1;No;1973;No;New;20.0000;20.0000;20;No
14714;Soviet Union;Egypt;Project-771/Polnocny;Landing ship;Ships;1972;No;2;No;1974;No;New;20.0000;20.0000;40;No
444;France;Senegal;P-48;Patrol craft;Ships;1970;Yes;1;No;1971;No;New;11.0000;11.0000;11;No
14694;Soviet Union;Egypt;S-75 Dvina/SA-2;SAM system;Air defence systems;1968;No;5;Yes;1971;Yes;New;17.8700;17.8700;89.35;No
14694;Soviet Union;Egypt;S-75 Dvina/SA-2;SAM system;Air defence systems;1968;No;5;Yes;1972;Yes;New;17.8700;17.8700;89.35;No
14863;United States;Tunisia;M-48A5 Patton;Tank;Armoured vehicles;1978;No;14;No;1978;No;Second hand;1.7500;0.7;9.8;No
576;Soviet Union;Finland;MiG-21bis;Fighter aircraft;Aircraft;1978;No;8;Yes;1978;No;New;12.5000;12.5000;100;No
15330;Singapore;Malaysia;Duyong;Diving tender;Ships;1969;Yes;1;No;1971;No;New;1.5400;1.5400;1.54;No
15338;United Kingdom;Malaysia;Mermaid;Frigate;Ships;1976;Yes;1;No;1977;No;Second hand;90.0000;36;36;No
15343;United States;Malaysia;LST-1;Landing ship;Ships;1974;No;2;No;1976;No;Second hand;23.6200;9.448;18.896;No
15476;United States;Philippines;Barnegat;OPV/support ship;Ships;1975;No;4;No;1976;No;Second hand;30.0000;12;48;No
7778;Soviet Union;Egypt;BTR-60PB;APC;Armoured vehicles;1969;Yes;150;Yes;1972;No;New;0.2500;0.2500;37.5;No
7778;Soviet Union;Egypt;BTR-60PB;APC;Armoured vehicles;1969;Yes;200;Yes;1973;No;New;0.2500;0.2500;50;No
7773;Soviet Union;Egypt;T-62;Tank;Armoured vehicles;1971;Yes;200;Yes;1974;No;New;1.8000;1.8000;360;No
7773;Soviet Union;Egypt;T-62;Tank;Armoured vehicles;1971;Yes;50;Yes;1975;No;New;1.8000;1.8000;90;No
14820;Egypt;Morocco;OT-62A TOPAS;APC;Armoured vehicles;1980;Yes;25;Yes;1980;Yes;Second hand;0.2700;0.108;2.7;No
14829;China;Sudan;Type-63;Light tank;Armoured vehicles;1978;Yes;10;Yes;1978;Yes;New;1.0000;1.0000;10;No
14847;Soviet Union;Mozambique;D-1 152mm;Towed gun;Artillery;1979;Yes;20;Yes;1979;Yes;Second hand;0.5000;0.2;4;No
14874;Egypt;Algeria;Walid;APC;Armoured vehicles;1978;Yes;20;Yes;1978;Yes;New;0.1600;0.1600;3.2;No
15519;United States;Philippines;LST-1;Landing ship;Ships;1971;Yes;2;No;1972;No;Second hand;23.6200;9.448;18.896;No
15541;South Yemen;Singapore;Strikemaster;Trainer/combat ac;Aircraft;1975;No;4;No;1975;No;Second hand;2.5000;1;4;No
15548;United States;Singapore;LST-1;Landing ship;Ships;1971;No;1;No;1971;No;Second hand;23.6200;9.448;9.448;No
14842;Portugal;Angola;Auster AOP;Light aircraft;Aircraft;1974;Yes;27;Yes;1975;No;Second hand;0.0700;0.028;0.756;No
14973;Soviet Union;Mozambique;9M14M/AT-3;Anti-tank missile;Missiles;1977;Yes;300;Yes;1977;Yes;New;0.0100;0.0100;3;No
15776;Soviet Union;South Yemen;Project-771/Polnocny;Landing ship;Ships;1972;Yes;2;No;1973;No;Second hand;20.0000;8;16;No
14977;Soviet Union;Mozambique;BS-3 100mm;Towed gun;Artillery;1979;Yes;20;Yes;1979;Yes;Second hand;0.3500;0.14;2.8;No
14980;Soviet Union;Mozambique;BTR-152;APC;Armoured vehicles;1977;Yes;6;Yes;1977;Yes;Second hand;0.1300;0.052;0.312;No
14983;Soviet Union;Mozambique;BRDM-2;Reconnaissance AV;Armoured vehicles;1979;Yes;6;Yes;1979;Yes;Second hand;0.1500;0.06;0.36;No
14983;Soviet Union;Mozambique;BRDM-2;Reconnaissance AV;Armoured vehicles;1979;Yes;25;Yes;1980;Yes;Second hand;0.1500;0.06;1.5;No
14960;Portugal;Angola;Beech-18/C-45;Light transport ac;Aircraft;1974;Yes;2;Yes;1975;No;Second hand;0.4000;0.16;0.32;No
15897;United States;Morocco;HH-43B/F Huskie;Helicopter;Aircraft;1976;Yes;1;No;1976;No;Second hand;1.8800;0.752;0.752;No
15031;Soviet Union;Somalia;T-55;Tank;Armoured vehicles;1973;Yes;50;Yes;1975;Yes;New;1.2500;1.2500;62.5;No
15046;Kuwait;Somalia;Centurion-9;Tank;Armoured vehicles;1979;Yes;30;Yes;1980;Yes;Second hand;1.7500;0.7;21;No
