SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 1981 to 1990 - (created: 09-03-2020)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
3157;United States;Venezuela;Cessna-310;Light aircraft;Aircraft;1980;Yes;2;No;1981;No;New;0.3500;0.3500;0.7;No
3170;United States;Canada;Musketeer;Light aircraft;Aircraft;1980;No;21;No;1981;No;New;0.0800;0.0800;1.68;No
3195;South Korea;Indonesia;Alligator;Landing ship;Ships;1979;No;4;No;1981;No;New;31.5000;31.5000;126;No
3245;Australia;Thailand;Nomad;Light transport ac;Aircraft;1981;No;2;No;1982;No;New;1.5000;1.5000;3;No
3292;United Kingdom;Jordan;Bulldog;Trainer aircraft;Aircraft;1981;No;4;No;1982;No;New;0.2200;0.2200;0.88;No
3333;Chile;Uruguay;T-34 Mentor;Trainer aircraft;Aircraft;1980;Yes;4;No;1981;No;Second hand;0.1900;0.076;0.304;No
3350;United Kingdom;Australia;Sea King HAS-5;ASW helicopter;Aircraft;1980;No;2;No;1983;No;New;15.0000;15.0000;30;No
3402;France;Tunisia;Combattante-3;FAC;Ships;1981;No;3;No;1985;No;New;58.2000;58.2000;174.6;No
3413;Brazil;Argentina;EMB-111;MP aircraft;Aircraft;1982;No;3;No;1982;No;Second hand;7.5000;3;9;No
3434;Netherlands;Greece;F-104G Starfighter;FGA aircraft;Aircraft;1982;Yes;10;No;1982;No;Second hand;11.2000;4.48;44.8;No
3474;United Kingdom;Pakistan;County;Destroyer;Ships;1981;No;1;No;1982;No;Second hand but modernized;300.0000;198;198;No
3531;Spain;Egypt;Descubierta;Frigate;Ships;1982;No;2;No;1984;No;New;95.1000;95.1000;190.2;No
1204;United States;Sweden;BGM-71 TOW;Anti-tank missile;Missiles;1980;No;750;Yes;1983;No;New;0.0100;0.0100;7.5;No
3551;Australia;Indonesia;Attack;Patrol craft;Ships;1981;Yes;1;No;1982;No;Second hand but modernized;6.0000;3.96;3.96;No
3551;Australia;Indonesia;Attack;Patrol craft;Ships;1981;Yes;2;No;1983;No;Second hand but modernized;6.0000;3.96;7.92;No
3627;Soviet Union;Algeria;Project-633/Romeo;Submarine;Ships;1981;Yes;1;No;1982;No;Second hand;48.0000;19.2;19.2;No
3788;United States;Indonesia;Jetfoil;Patrol craft;Ships;1983;No;1;No;1984;No;New;11.0000;11.0000;11;No
3788;United States;Indonesia;Jetfoil;Patrol craft;Ships;1983;No;1;No;1985;No;New;11.0000;11.0000;11;No
3870;Libya;Central African Republic;BTR-152;APC;Armoured vehicles;1982;No;4;No;1982;No;Second hand;0.1300;0.052;0.208;No
3871;Libya;Central African Republic;T-55;Tank;Armoured vehicles;1982;No;4;No;1982;No;Second hand;1.2500;0.5;2;No
2686;Soviet Union;Czechoslovakia;2S1 122mm;Self-propelled gun;Artillery;1979;Yes;20;Yes;1983;Yes;New;0.9000;0.9000;18;No
2966;United States;Israel;BGM-71 TOW;Anti-tank missile;Missiles;1981;No;144;Yes;1982;Yes;New;0.0100;0.0100;1.44;No
3255;Soviet Union;North Yemen;Mi-4A;Helicopter;Aircraft;1980;Yes;1;Yes;1981;Yes;Second hand;1.8800;0.752;0.752;No
3538;Canada;France;DHC-6 Twin Otter;Transport aircraft;Aircraft;1982;No;1;Yes;1983;Yes;New;2.5000;2.5000;2.5;No
2442;Israel;Germany;IAI-1124 Westwind;Light transport ac;Aircraft;1980;No;2;Yes;1982;No;New;4.8500;4.8500;9.7;No
21459;Italy;Austria;Bell-206/OH-58;Light helicopter;Aircraft;1982;Yes;1;No;1983;Yes;New;0.7000;0.7000;0.7;No
2442;Israel;Germany;IAI-1124 Westwind;Light transport ac;Aircraft;1980;No;2;Yes;1983;No;New;4.8500;4.8500;9.7;No
2451;Italy;Greece;CH-47C Chinook;Transport helicopter;Aircraft;1980;No;3;Yes;1981;No;New;15.0000;15.0000;45;No
3973;United States;Turkey;Dixie;Support ship;Ships;1982;No;1;No;1983;No;Second hand;88.1300;35.252;35.252;No
2533;United Kingdom;Spain;Sea King HAS-5;ASW helicopter;Aircraft;1979;Yes;3;Yes;1981;No;New;15.0000;15.0000;45;No
4043;United States;Mexico;Merlin-3;Light transport ac;Aircraft;1982;Yes;1;No;1983;No;New;2.0000;2.0000;2;No
4183;United States;Indonesia;Jetfoil;Patrol craft;Ships;1980;No;1;No;1982;No;New;11.0000;11.0000;11;No
4219;United States;Peru;Learjet-35/36;Light transport ac;Aircraft;1983;Yes;2;No;1983;No;New;4.2500;4.2500;8.5;No
4352;France;Argentina;Mirage-3C;Fighter aircraft;Aircraft;1982;Yes;2;No;1983;No;Second hand;10.5000;4.2;8.4;No
4455;United States;Peru;Cessna-180 Skywagon;Light aircraft;Aircraft;1983;Yes;1;No;1983;No;New;0.1800;0.1800;0.18;No
54676;Soviet Union;Seychelles;Neptune;Sea search radar;Sensors;1981;Yes;2;Yes;1981;Yes;Second hand;1.0000;0.4;0.8;No
2686;Soviet Union;Czechoslovakia;2S1 122mm;Self-propelled gun;Artillery;1979;Yes;20;Yes;1981;No;New;0.9000;0.9000;18;No
2686;Soviet Union;Czechoslovakia;2S1 122mm;Self-propelled gun;Artillery;1979;Yes;20;Yes;1982;No;New;0.9000;0.9000;18;No
4491;United States;Thailand;Cessna-337/O-2;Light aircraft;Aircraft;1984;Yes;4;No;1984;No;Second hand but modernized;0.3500;0.231;0.924;No
2760;New Zealand;Australia;CT-4 Airtrainer;Trainer aircraft;Aircraft;1980;No;4;Yes;1981;No;New;0.1500;0.1500;0.6;No
2760;New Zealand;Australia;CT-4 Airtrainer;Trainer aircraft;Aircraft;1980;No;10;Yes;1982;No;New;0.1500;0.1500;1.5;No
4312;France;UAE;AM-39 Exocet;Anti-ship missile;Missiles;1982;Yes;12;Yes;1983;Yes;New;0.9000;0.9000;10.8;No
2783;Soviet Union;Ethiopia;BTR-60PB;APC;Armoured vehicles;1980;Yes;100;Yes;1981;No;Second hand;0.2500;0.1;10;No
4598;United States;South Korea;Bell-206/OH-58;Light helicopter;Aircraft;1984;Yes;2;No;1984;No;New;0.7000;0.7000;1.4;No
4635;Australia;Papua New Guinea;Nomad Searchmaster-B;MP aircraft;Aircraft;1983;No;1;No;1984;No;New;2.0000;2.0000;2;No
4682;United States;Thailand;King Air;Light transport ac;Aircraft;1983;Yes;1;No;1984;No;New;2.7500;2.7500;2.75;No
4637;Israel;Papua New Guinea;Arava;Transport aircraft;Aircraft;1984;No;3;No;1986;No;New;2.7500;2.7500;8.25;No
975;Soviet Union;Algeria;Project-205/Osa;FAC;Ships;1975;Yes;1;No;1981;No;Second hand;42.5000;17;17;No
3627;Soviet Union;Algeria;Project-633/Romeo;Submarine;Ships;1981;Yes;1;No;1983;No;Second hand;48.0000;19.2;19.2;No
4312;France;UAE;AM-39 Exocet;Anti-ship missile;Missiles;1982;Yes;12;Yes;1984;Yes;New;0.9000;0.9000;10.8;No
4843;Germany;Kuwait;TNC-45;FAC;Ships;1980;No;3;No;1984;No;New;44.0000;44.0000;132;No
4843;Germany;Kuwait;TNC-45;FAC;Ships;1980;No;3;No;1982;No;New;44.0000;44.0000;132;No
3308;Italy;Malaysia;Lerici;MCM ship;Ships;1981;No;4;No;1985;No;New;55.0000;55.0000;220;No
3555;United States;South Korea;F-4D Phantom-2;FGA aircraft;Aircraft;1982;No;6;No;1982;No;Second hand;18.5000;7.4;44.4;No
3220;United States;Norway;M-113;APC;Armoured vehicles;1981;No;20;Yes;1982;No;New;0.2500;0.2500;5;No
10145;Israel;Guatemala;Arava;Transport aircraft;Aircraft;1982;Yes;1;No;1983;No;Second hand;2.7500;1.1;1.1;No
3330;United States;Sudan;M-101A1 105mm;Towed gun;Artillery;1981;No;18;Yes;1981;No;Second hand;0.4500;0.18;3.24;No
3397;Soviet Union;Syria;BMP-1;IFV;Armoured vehicles;1977;No;200;Yes;1982;No;New;0.9000;0.9000;180;No
3397;Soviet Union;Syria;BMP-1;IFV;Armoured vehicles;1977;No;200;Yes;1983;No;New;0.9000;0.9000;180;No
3401;United Kingdom;Saudi Arabia;FH-70 155mm;Towed gun;Artillery;1982;No;30;Yes;1983;No;New;1.0000;1.0000;30;No
3538;Canada;France;DHC-6 Twin Otter;Transport aircraft;Aircraft;1982;No;1;Yes;1982;No;New;2.5000;2.5000;2.5;No
3546;Syria;Iran;T-55;Tank;Armoured vehicles;1982;Yes;120;Yes;1982;No;Second hand;1.2500;0.5;60;No
2686;Soviet Union;Czechoslovakia;2S1 122mm;Self-propelled gun;Artillery;1979;Yes;20;Yes;1984;Yes;New;0.9000;0.9000;18;No
748;United States;Netherlands;AIM-9L Sidewinder;SRAAM;Missiles;1977;No;160;Yes;1984;Yes;New;0.1100;0.1100;17.6;No
3809;United Kingdom;Qatar;Sea King/Commando;Transport helicopter;Aircraft;1981;No;3;Yes;1982;No;New;6.7500;6.7500;20.25;No
3814;Libya;Syria;MiG-21PF;Fighter aircraft;Aircraft;1982;No;15;Yes;1982;No;Second hand;9.7500;3.9;58.5;No
3857;Peru;Argentina;Strela-2/SA-7;Portable SAM;Missiles;1982;No;120;Yes;1982;No;New;0.0400;0.0400;4.8;No
3865;Switzerland;Austria;PC-7 Turbo Trainer;Trainer aircraft;Aircraft;1981;No;4;Yes;1984;No;New;1.0000;1.0000;4;No
22005;United Kingdom;Netherlands;T-67 Firefly;Trainer aircraft;Aircraft;1990;Yes;1;No;1990;Yes;New;0.1600;0.1600;0.16;No
3970;Israel;Taiwan;Dvora;FAC;Ships;1979;Yes;8;Yes;1981;No;New;10.0000;10.0000;80;Yes
3970;Israel;Taiwan;Dvora;FAC;Ships;1979;Yes;8;Yes;1982;No;New;10.0000;10.0000;80;Yes
3970;Israel;Taiwan;Dvora;FAC;Ships;1979;Yes;8;Yes;1983;No;New;10.0000;10.0000;80;Yes
4050;Bulgaria;Nicaragua;BRDM-2;Reconnaissance AV;Armoured vehicles;1982;Yes;25;Yes;1983;No;Second hand;0.1500;0.06;1.5;No
4192;France;Kuwait;AMX-VCI;APC;Armoured vehicles;1982;Yes;17;Yes;1983;No;New;0.2500;0.2500;4.25;No
3401;United Kingdom;Saudi Arabia;FH-70 155mm;Towed gun;Artillery;1982;No;12;Yes;1985;Yes;New;1.0000;1.0000;12;No
3497;United States;Thailand;M-113;APC;Armoured vehicles;1982;No;40;Yes;1984;Yes;New;0.2500;0.2500;10;No
53575;United States;Jamaica;Guardian;Patrol craft;Ships;1984;No;1;No;1985;No;New;5.0000;5.0000;5;No
4435;France;Jordan;Mirage F-1E;FGA aircraft;Aircraft;1982;No;8;Yes;1983;No;New;20.0000;20.0000;160;No
941;Soviet Union;Syria;3M9/SA-6;SAM;Missiles;1978;No;450;Yes;1981;No;New;0.1200;0.1200;54;No
4466;Saudi Arabia;Somalia;AML-60/90;Armoured car;Armoured vehicles;1984;Yes;20;Yes;1984;No;Second hand;0.3500;0.14;2.8;No
4026;Soviet Union;Iraq;T-55;Tank;Armoured vehicles;1981;Yes;150;Yes;1982;No;New;1.2500;1.2500;187.5;No
4026;Soviet Union;Iraq;T-55;Tank;Armoured vehicles;1981;Yes;150;Yes;1983;No;New;1.2500;1.2500;187.5;No
4478;France;South Africa;SA-316B Alouette-3;Light helicopter;Aircraft;1983;Yes;1;Yes;1983;No;New;0.9000;0.9000;0.9;No
4478;France;South Africa;SA-316B Alouette-3;Light helicopter;Aircraft;1983;Yes;1;Yes;1984;No;New;0.9000;0.9000;0.9;No
3809;United Kingdom;Qatar;Sea King/Commando;Transport helicopter;Aircraft;1981;No;2;Yes;1984;No;New;6.7500;6.7500;13.5;No
3970;Israel;Taiwan;Dvora;FAC;Ships;1979;Yes;8;Yes;1984;No;New;10.0000;10.0000;80;Yes
4907;Soviet Union;Libya;D-30 122mm;Towed gun;Artillery;1979;Yes;10;Yes;1981;Yes;New;0.3500;0.3500;3.5;No
4907;Soviet Union;Libya;D-30 122mm;Towed gun;Artillery;1979;Yes;10;Yes;1982;Yes;New;0.3500;0.3500;3.5;No
3970;Israel;Taiwan;Dvora;FAC;Ships;1979;Yes;8;Yes;1985;No;New;10.0000;10.0000;80;Yes
3587;United States;United Kingdom;CH-47C Chinook;Transport helicopter;Aircraft;1983;No;4;Yes;1985;No;New;15.0000;15.0000;60;No
1187;United States;Italy;Bell-212/UH-1N;Helicopter;Aircraft;1981;No;4;Yes;1984;No;New;3.7000;3.7000;14.8;Yes
3401;United Kingdom;Saudi Arabia;FH-70 155mm;Towed gun;Artillery;1982;No;30;Yes;1984;No;New;1.0000;1.0000;30;No
3397;Soviet Union;Syria;BMP-1;IFV;Armoured vehicles;1977;No;200;Yes;1984;No;New;0.9000;0.9000;180;No
1204;United States;Sweden;BGM-71 TOW;Anti-tank missile;Missiles;1980;No;750;Yes;1984;No;New;0.0100;0.0100;7.5;No
23387;United States;Thailand;Dragoon;APC;Armoured vehicles;1984;No;43;No;1985;Yes;New;0.2500;0.2500;10.75;No
23904;France;Malaysia;Compact 100mm;Naval gun;Naval weapons;1983;Yes;1;No;1987;Yes;New;5.2500;5.2500;5.25;No
4083;United States;Taiwan;M-48 Chaparral;Mobile SAM system;Air defence systems;1985;No;16;Yes;1986;Yes;New;1.0000;1.0000;16;No
28090;Soviet Union;Czechoslovakia;Kh-29/AS-14 Kedge;ASM;Missiles;1985;Yes;50;Yes;1988;Yes;New;0.2000;0.2000;10;No
14027;Germany;Malaysia;Sri Indera Sakti;Support ship;Ships;1981;No;1;No;1983;No;New;40.5000;40.5000;40.5;No
14125;United States;South Korea;F-4E Phantom-2;FGA aircraft;Aircraft;1985;No;4;No;1985;No;Second hand;25.0000;10;40;No
14258;United Kingdom;New Zealand;Wasp;ASW helicopter;Aircraft;1981;No;2;No;1983;No;Second hand but modernized;1.0000;0.66;1.32;No
14164;United States;Thailand;Bell-212/UH-1N;Helicopter;Aircraft;1984;Yes;8;Yes;1985;Yes;New;3.7000;3.7000;29.6;No
14586;United States;Venezuela;Falcon-20;Light transport ac;Aircraft;1985;Yes;3;No;1985;No;Second hand;8.0000;3.2;9.6;No
14318;United States;Italy;Standard Missile-1ER;SAM;Missiles;1981;Yes;40;Yes;1983;Yes;New;0.4000;0.4000;16;No
14607;United States;Saudi Arabia;C-130H Hercules;Transport aircraft;Aircraft;1984;Yes;4;Yes;1984;Yes;New;28.0000;28.0000;112;No
14655;South Korea;Indonesia;Alligator;Landing ship;Ships;1981;No;2;No;1982;No;New;31.5000;31.5000;63;No
4512;Soviet Union;Algeria;T-55;Tank;Armoured vehicles;1981;Yes;50;Yes;1982;Yes;New;1.2500;1.2500;62.5;No
14786;Soviet Union;Libya;3M11/9M17/AT-2;Anti-tank missile;Missiles;1984;Yes;100;Yes;1984;Yes;New;0.0200;0.0200;2;No
14787;Soviet Union;Libya;Strela-10/SA-13;Mobile SAM system;Air defence systems;1984;Yes;30;Yes;1984;Yes;New;1.2500;1.2500;37.5;No
14811;Egypt;Morocco;M-46 130mm;Towed gun;Artillery;1980;No;18;Yes;1981;Yes;Second hand;0.6500;0.26;4.68;No
14845;Soviet Union;Libya;2S3 152mm;Self-propelled gun;Artillery;1982;Yes;100;Yes;1982;Yes;New;1.0000;1.0000;100;No
14865;United States;Tunisia;M-101A1 105mm;Towed gun;Artillery;1981;Yes;10;Yes;1981;Yes;Second hand;0.4500;0.18;1.8;No
14867;France;Tunisia;MILAN;Anti-tank missile;Missiles;1981;Yes;100;Yes;1981;Yes;New;0.0100;0.0100;1;No
14896;Soviet Union;Libya;D-20 152mm;Towed gun;Artillery;1980;Yes;100;Yes;1981;Yes;Second hand;0.5000;0.2;20;No
28090;Soviet Union;Czechoslovakia;Kh-29/AS-14 Kedge;ASM;Missiles;1985;Yes;50;Yes;1989;Yes;New;0.2000;0.2000;10;No
14983;Soviet Union;Mozambique;BRDM-2;Reconnaissance AV;Armoured vehicles;1979;Yes;25;Yes;1981;Yes;Second hand;0.1500;0.06;1.5;No
3788;United States;Indonesia;Jetfoil;Patrol craft;Ships;1983;No;2;No;1986;No;New;11.0000;11.0000;22;No
15198;Soviet Union;Angola;SU-100;Self-propelled gun;Armoured vehicles;1980;Yes;40;Yes;1981;Yes;Second hand;1.0000;0.4;16;No
15204;Soviet Union;Angola;D-30 122mm;Towed gun;Artillery;1981;Yes;40;Yes;1983;Yes;New;0.3500;0.3500;14;No
15215;Libya;Central African Republic;Ferret;APV;Armoured vehicles;1980;Yes;22;Yes;1981;Yes;Second hand;0.1200;0.048;1.056;No
15429;Japan;Taiwan;F-104G Starfighter;FGA aircraft;Aircraft;1985;Yes;17;Yes;1986;Yes;Second hand;11.2000;4.48;76.16;No
3497;United States;Thailand;M-113;APC;Armoured vehicles;1982;No;40;Yes;1985;Yes;New;0.2500;0.2500;10;No
14510;Italy;Greece;Model-300;Light helicopter;Aircraft;1985;Yes;2;Yes;1985;No;New;0.2000;0.2000;0.4;No
15552;United States;Thailand;Queen Air;Light transport ac;Aircraft;1980;Yes;2;Yes;1981;Yes;Second hand;0.6000;0.24;0.48;No
15553;United States;Thailand;LA-4;Light aircraft;Aircraft;1982;Yes;2;Yes;1983;Yes;New;0.1900;0.1900;0.38;No
3397;Soviet Union;Syria;BMP-1;IFV;Armoured vehicles;1977;No;200;Yes;1985;No;New;0.9000;0.9000;180;No
178;United States;Israel;AIM-7E Sparrow;BVRAAM;Missiles;1975;Yes;56;Yes;1981;No;New;0.1500;0.1500;8.4;No
178;United States;Israel;AIM-7E Sparrow;BVRAAM;Missiles;1975;Yes;64;Yes;1982;No;New;0.1500;0.1500;9.6;No
15787;Soviet Union;North Yemen;S-75 Dvina/SA-2;SAM system;Air defence systems;1979;Yes;3;Yes;1981;Yes;New;17.8700;17.8700;53.61;No
15792;Soviet Union;North Yemen;Strela-2/SA-7;Portable SAM;Missiles;1979;No;100;Yes;1981;Yes;New;0.0400;0.0400;4;No
4003;United States;Denmark;RGM-84 Harpoon;Anti-ship missile;Missiles;1983;Yes;33;Yes;1985;Yes;New;1.0000;1.0000;33;No
15986;Soviet Union;Cambodia;T-54;Tank;Armoured vehicles;1983;Yes;10;Yes;1983;Yes;Second hand;1.1000;0.44;4.4;No
4827;United Kingdom;Germany;Lynx;ASW helicopter;Aircraft;1984;No;2;Yes;1986;Yes;New;8.5000;8.5000;17;No
16029;Soviet Union;Nicaragua;Mi-2;Light helicopter;Aircraft;1985;No;2;Yes;1985;No;New;1.1000;1.1000;2.2;No
16136;Soviet Union;Afghanistan;D-30 122mm;Towed gun;Artillery;1978;Yes;34;Yes;1981;Yes;New;0.3500;0.3500;11.9;No
16809;United States;Jordan;PA-34 Seneca;Light transport ac;Aircraft;1985;Yes;6;No;1985;No;New;0.3700;0.3700;2.22;No
35825;Switzerland;Taiwan;GDF 35mm;AA gun;Air defence systems;1983;Yes;17;Yes;1988;Yes;New;0.7500;0.7500;12.75;No
4619;France;Mexico;MILAN;Anti-tank missile;Missiles;1984;No;80;Yes;1985;No;New;0.0100;0.0100;0.8;No
16542;United States;Taiwan;MIM-72C Chaparral;SAM;Missiles;1983;No;192;Yes;1985;Yes;New;0.1100;0.1100;21.12;No
16542;United States;Taiwan;MIM-72C Chaparral;SAM;Missiles;1983;No;192;Yes;1984;Yes;New;0.1100;0.1100;21.12;No
3157;United States;Venezuela;Cessna-310;Light aircraft;Aircraft;1980;Yes;1;No;1982;No;New;0.3500;0.3500;0.35;No
17078;United States;Venezuela;LCU-390;Landing craft;Ships;1980;Yes;2;No;1984;No;New;10.3000;10.3000;20.6;No
17289;United States;Uruguay;Bell-212/UH-1N;Helicopter;Aircraft;1979;Yes;2;No;1981;No;New;3.7000;3.7000;7.4;No
4412;United Kingdom;Indonesia;Tribal;Frigate;Ships;1984;No;2;No;1985;No;Second hand but modernized;110.0000;72.6;145.2;No
4412;United Kingdom;Indonesia;Tribal;Frigate;Ships;1984;No;1;No;1986;No;Second hand but modernized;110.0000;72.6;72.6;No
17479;Germany;Portugal;SA-313B Alouette-2;Light helicopter;Aircraft;1984;Yes;12;No;1984;No;Second hand;0.7000;0.28;3.36;No
17465;Netherlands;Indonesia;Van Speijk;Frigate;Ships;1986;No;2;No;1986;No;Second hand;140.0000;56;112;No
15942;Netherlands;Thailand;F-27 Enforcer;ASW aircraft;Aircraft;1985;No;1;No;1987;No;New;20.7000;20.7000;20.7;No
15993;Canada;Ecuador;DHC-5 Buffalo;Transport aircraft;Aircraft;1985;No;1;No;1986;No;New;13.2200;13.2200;13.22;No
17465;Netherlands;Indonesia;Van Speijk;Frigate;Ships;1986;No;1;No;1987;No;Second hand;140.0000;56;56;No
17815;Israel;Iran;BGM-71 TOW;Anti-tank missile;Missiles;1986;No;500;No;1986;No;New;0.0100;0.0100;5;No
17834;United States;Philippines;Bell-205/UH-1H;Helicopter;Aircraft;1985;Yes;8;No;1985;No;Second hand but modernized;2.6200;1.7292;13.8336;No
4680;Germany;Thailand;M-48;MCM ship;Ships;1984;No;2;No;1987;No;New;22.0000;22.0000;44;No
16871;France;Niger;VBL;APV;Armoured vehicles;1986;No;7;Yes;1986;No;New;0.1200;0.1200;0.84;No
4643;United Kingdom;Saudi Arabia;Tornado IDS;FGA aircraft;Aircraft;1986;No;10;Yes;1986;No;New;33.5000;33.5000;335;No
16661;Soviet Union;Syria;BM-21 Grad 122mm;Self-propelled MRL;Artillery;1979;Yes;50;Yes;1981;Yes;New;0.4500;0.4500;22.5;No
16661;Soviet Union;Syria;BM-21 Grad 122mm;Self-propelled MRL;Artillery;1979;Yes;50;Yes;1982;Yes;New;0.4500;0.4500;22.5;No
16695;United States;Pakistan;TPQ-36 Firefinder;Arty locating radar;Sensors;1982;Yes;5;Yes;1984;Yes;New;3.0000;3.0000;15;No
16695;United States;Pakistan;TPQ-36 Firefinder;Arty locating radar;Sensors;1982;Yes;4;Yes;1985;Yes;New;3.0000;3.0000;12;No
16697;United States;Jordan;TPQ-36 Firefinder;Arty locating radar;Sensors;1982;Yes;4;Yes;1983;Yes;New;3.0000;3.0000;12;No
16697;United States;Jordan;TPQ-36 Firefinder;Arty locating radar;Sensors;1982;Yes;5;Yes;1984;Yes;New;3.0000;3.0000;15;No
16739;United Kingdom;Denmark;Martello;Air search radar;Sensors;1982;Yes;1;Yes;1983;Yes;New;13.0000;13.0000;13;No
16739;United Kingdom;Denmark;Martello;Air search radar;Sensors;1982;Yes;1;Yes;1984;Yes;New;13.0000;13.0000;13;No
14787;Soviet Union;Libya;Strela-10/SA-13;Mobile SAM system;Air defence systems;1984;Yes;30;Yes;1985;Yes;New;1.2500;1.2500;37.5;No
16846;United States;United Kingdom;Mk-15 Phalanx;CIWS;Air defence systems;1982;No;6;Yes;1983;Yes;New;7.0000;7.0000;42;No
18752;United Kingdom;Botswana;Strikemaster;Trainer/combat ac;Aircraft;1987;Yes;6;Yes;1988;No;New;2.5000;2.5000;15;No
18752;United Kingdom;Botswana;Strikemaster;Trainer/combat ac;Aircraft;1987;Yes;3;Yes;1987;No;New;2.5000;2.5000;7.5;No
18026;United States;Philippines;Bell-205/UH-1H;Helicopter;Aircraft;1987;No;10;No;1987;No;New;2.6200;2.6200;26.2;No
17376;Unknown supplier(s);Mauritius;BRDM-2;Reconnaissance AV;Armoured vehicles;1984;Yes;10;Yes;1985;Yes;Second hand;0.1500;0.06;0.6;No
3587;United States;United Kingdom;CH-47C Chinook;Transport helicopter;Aircraft;1983;No;1;Yes;1986;No;New;15.0000;15.0000;15;No
16957;Israel;Argentina;Nesher;FGA aircraft;Aircraft;1980;Yes;10;Yes;1981;No;Second hand;12.0000;4.8;48;No
3889;United States;Israel;AIM-9L Sidewinder;SRAAM;Missiles;1983;No;100;Yes;1985;Yes;New;0.1100;0.1100;11;No
3889;United States;Israel;AIM-9L Sidewinder;SRAAM;Missiles;1983;No;100;Yes;1986;Yes;New;0.1100;0.1100;11;No
4214;Italy;Nigeria;Lerici;MCM ship;Ships;1983;No;1;No;1988;No;New;47.5000;47.5000;47.5;No
14525;Netherlands;Indonesia;Tripartite;MCM ship;Ships;1985;No;2;No;1988;No;New;47.5000;47.5000;95;No
